PhraseName	Name
DLC5_ROGUELIKE_CARD_TARGET_COMBO	Combo
DLC5_ROGUELIKE_CARD_TARGET_SPELL	完美评价
DLC5_ROGUELIKE_CARD_TARGET_FUND	营业额
DLC5_ROGUELIKE_CARD_MIKE_SHOP_TITLE	卡牌集市
DAYSCENE_KITCHENWARE_TITLE	制作料理
CONFIG_USELARGEFONTSIZE	启用较大字号
IZKAYA_LUNARCAPITAL	月之都
IZKAYA_MAKAI	魔界
GUIDEMAP_TOGGLEMENU	收起/显示菜单
PLACE_SHOWN_UNKOWN	未知
PLACE_SHOWN_EVERYWHERE	所有地区
PLACE_SHOWN_EVERYWHERE_WITH_EXCLUSION	所有地区（除$a）
MULTIPLE_GET_PRODUCTS_TOTAL	合计
DLC5_ROGUELIKE_CARD_MIKE_SHOP_SETTLEMENT	卡牌效果奖励
DLC5_ROGUELIKE_STORE_QUIT	前往地图
DLC5_ROGUELIKE_STORE_RECYCLE	回收
DLC5_LUNARCAPITALCONSOLE_TREASURETOOLS	激活宝具功能
DLC5_LUNARCAPITALCONSOLE_TREASURETOOLS_ETERNALBOX	恒久之盒
DLC5_LUNARCAPITALCONSOLE_TREASURETOOLS_ROGUELIKE	小游戏：夜雀食堂生存模式
DLC5_LUNARCAPITALCONSOLE_REPEATCHALLENGE	复现战斗训练
DLC5_LUNARCAPITALCONSOLE_REPEATCHALLENGE_BACK	返回上级
DLC5_LUNARCAPITALCONSOLE_REPEATCHALLENGE_PRACTICEA	月都训练一
DLC5_LUNARCAPITALCONSOLE_REPEATCHALLENGE_PRACTICEB	月都训练二
DLC5_LUNARCAPITALCONSOLE_REPEATCHALLENGE_PRACTICEC	月都训练三
DLC5_LUNARCAPITALCONSOLE_REPEATCHALLENGE_ARRESTMIZUCHI	最终收网行动
DLC5_LUNARCAPITALCONSOLE_REPEATCHALLENGE_ARRESTMIZUCHI_BUFF_A	开启恶咒·贪
DLC5_LUNARCAPITALCONSOLE_REPEATCHALLENGE_ARRESTMIZUCHI_BUFF_B	开启恶咒·嗔
DLC5_LUNARCAPITALCONSOLE_REPEATCHALLENGE_ARRESTMIZUCHI_BUFF_C	开启恶咒·痴
DLC5_LUNARCAPITALCONSOLE_REPEATCHALLENGE_ARRESTMIZUCHI_BUFF_SELECTALL	选择全部
DLC5_LUNARCAPITALCONSOLE_REPEATCHALLENGE_ARRESTMIZUCHI_START	开始挑战
DLC5_LUNARCAPITALCONSOLE_REPEATCHALLENGE_ARRESTMIZUCHI_BACK	返回
DLC5_LUNARCAPITALCONSOLE_CLOSE	没事了
SAVE_CANNOTLOAD_DEPENDENCY	无法读取这个存档，因为当前游戏中缺少此存档所依赖的DLC\n\n<color=#800000>游戏中的DLC: \n$1\n存档中的DLC: \n$2
INPUTHELPER_DLC5_USE_MIRROR	看破
FILTER_COOKERSERIES_BYAKUREN	魔人经板
DLC5_BOSS_MIZUCHI_CHALLENGE_1	月都特训·一
DLC5_BOSS_MIZUCHI_CHALLENGE_2	月都特训·二
DLC5_BOSS_MIZUCHI_CHALLENGE_3	月都特训·三
DLC5_BOSS_MIZUCHI_CHALLENGE_FINAL	最终收网行动
DLC5_BOSS_MIZUCHI_CHALLENGE_CURRENT	已完成：
DLC5_BOSS_MIZUCHI_CHALLENGE_TARGET	目标：
DLC5_BOSS_MIZUCHI_CHALLENGE_REMAINING	剩余
DLC5_ELLEN_SHOP_TITLE	蓬松松爱莲♡魔法店
DLC5_ELLEN_SHOP_SHELF_1	珍藏孤品
DLC5_ELLEN_SHOP_SHELF_2	每日甄选
DLC5_ELLEN_SHOP_SHELF_3	无限供应
DLC5_EXTRADIALOG_MURASA_GOTOMAKAI	搭船前往魔界
DLC5_EXTRADIALOG_PACHI_GOTOMOON	飞向月都
DLC1_MOMIZI_SPECIAL_EVAL	我不能吃这种东西……
DLC5_FINALCHALLENGE	天罗地网
DLC5_EasterEgg_IdleDialog_Luize_A	还以为梦子去哪了，原来是在这里帮工。
DLC5_EasterEgg_IdleDialog_Luize_B	没想到还有让梦子服务的一天～
DLC5_EasterEgg_IdleDialog_Luize_C	魔界最强的女仆长居然……不，其实很合适？
DLC5_EasterEgg_IdleDialog_Luize_D	梦子也坐下来喝一杯嘛～
DLC5_EasterEgg_IdleDialog_Reisen2_A	我没看错吧？那、那个人是……
DLC5_EasterEgg_IdleDialog_Reisen2_B	她为什么要回来？
DLC5_EasterEgg_IdleDialog_Reisen2_C	铃仙……不，怎么可能……
DLC5_EasterEgg_IdleDialog_Reisen2_D	我应该是喝多了……
DLC5_TREASURETOOLS_DEASSIGN	不启用此宝具
DLC5_CREATORBOX_OPTION_CLOSE	关闭造物者之盒的效果
DLC5_CREATORBOX_OPTION_OPEN	开启造物者之盒的效果
DLC5_CREATORBOX_OPTION_EDIT	编辑
DLC5_TOYOHIME_LINK	链接
DLC5_TOYOHIME_DISABLELINK	已链接
DLC5_TOYOHIME_GIVEUPLINK	放弃链接
SAVE_ERROR	无法正常写入存档
DLC5_CREATORBOX_UI_TIMLINE	时间轴
DLC5_CREATORBOX_UI_TIMLINE_SHRINK	缩小
DLC5_CREATORBOX_UI_TIMLINE_EXPAND	放大
DLC5_CREATORBOX_UI_RESET	清空
DLC5_CREATORBOX_UI_ADDTIME	额外时间
DLC5_CREATORBOX_UI_ADDTIME_ADD	添加
DLC5_CREATORBOX_UI_ADDTIME_REMOVE	移除
DLC5_CREATORBOX_UI_PRESET	重置
DLC5_CREATORBOX_UI_PRESET_SAVE	保存
DLC5_CREATORBOX_UI_PRESET_LOAD	读取预设
DLC5_CREATORBOX_UI_PRESET1	预设1
DLC5_CREATORBOX_UI_PRESET2	预设2
DLC5_CREATORBOX_UI_PRESET3	预设3
DLC5_MOONEYE_TUTORIAL_PRE	使用
DLC5_MOONEYE_TUTORIAL_POST	移动微动之眼
DLC5_TOYOHIME_LINKTIP	选择一个地点以进行链接
DLC5_CHALLENGE_INCREASE_TITLE	月都试炼完成！
DLC5_CHALLENGE_INCREASE_TIP_1	微动之眼最长持续时间
DLC5_CHALLENGE_INCREASE_TIP_2	微动之眼充能速率
DLC5_CREATORBOX_TIP_1	现在造物者之盒开始影响夜间经营了
DLC5_CREATORBOX_TIP_2	现在造物者之盒不再对夜间经营产生影响
DLC5_CREATORBOX_OPTION_MANUAL	说明书
DLC5_TREASURETOOLS_NOTIFICATION	被放入盒子的食材不再能通过采集或购买等手段获取，也不能用于提交任务和商店兑换，如有需要请适时取下。
DLC1_MISSION_CONDITION_LEGENDCOOKER_PART1	与魔理沙交谈
DLC5_LUNARPERSON_SPECIAL_EVAL	这真是太污秽了！
GUIDEMAP_DETAIL	详细信息
STEAMCLOUD_WARNING	重要通知 
STEAMCLOUD_WARNING_TITLE	关于即将切换到 “Steam自动云同步” 功能的通告 
STEAMCLOUD_WARNING_CONTENT	各位正在游玩东方夜雀食堂的伙伴，我们需要跟大家通知一件十分重要的事情。\n\n我们一直在使用Steam提供的 “Steam游戏内同步” 功能为各位玩家提供上传和下载存档服务，让大家在多设备上同步存档以及避免进度丢失；\n\n但是在此次DLC5更新之后，我们接收到大量玩家的反馈——云存档无法正常运行。\n我们在仔细检查了代码逻辑后，确保我们从未修改任何与之相关的代码，游戏的相关流程也在正确的运行中；\n然而不管是在玩家的电脑上、还是我们进行的测试中，“Steam游戏内同步” 功能目前无法如预期运行。\n我们认为这个问题的源头，是在提供游戏内存档上传、下载的Steam服务上。\n\n我们已经通过客户服务向Steam的工作人员请求了技术支持，在得到相关的的答复之前：\n\n为了保证各位玩家的云存档体验，我们将回退到以前使用的云存档的方案：“Steam自动云同步”功能\n该功能在玩家关闭游戏之后，由Steam客户端扫描指定位置的存档，然后进行上传，这也是大部分Steam游戏选择的方案。\n\n但是，这个方案并不是完美的，它会对各位玩家产生以下影响：\n1. 在我们切换回 “Steam自动云同步” 功能后，原本使用 “Steam游戏内同步” 功能所保存在Steam云中的存档将无法访问；也就是说，即便是曾经使用“Steam游戏内同步” 功能成功上传的存档，之后将无法被下载。\n2. 在我们使用 “Steam游戏内同步” 功能之前，玩家曾经和我们反馈自己的存档由于 “云同步错误” 而在某个时间点被更老的版本所覆盖（这也是我们当初选择转向 “Steam游戏内同步” 功能的一个原因），所以请各位玩家在开启任何 “Steam云同步功能” 之前，确保自己的地区对这个功能的可访问能力，如果想要有效的同步，配合代理工具是必要的，毕竟steam实际上是一个“不存在”的平台。\n\n我们将在本月(2月)28日，正式切换回 “Steam自动云同步” 功能，还请大家进行相应的准备，例如备份当前游戏中的存档。\n备份方法：找到本游戏的安装文件夹，开启 “存档 ~ SaveData (快捷方式)” 快捷方式，然后把里面的文件拷贝出来备份，迎接28日的到来。\n由于群公告、Steam公告、以及Bilibili账号均存在其受众的局限性，此次专门在游戏内和各位告知，由此带来的不便，还敬请大家谅解。\n\n感谢大家的理解和支持。
STAFF_ALBUM_TITLE_NORMAL	《请务必再度光临夜雀食堂》
STAFF_ALBUM_TITLE_TRUE	《四季轮转》
STAFF_ALBUM_TITLE_DLC1	《未知的色彩》
STAFF_ALBUM_TITLE_DLC2	《古城清幽、人生悠然》
STAFF_ALBUM_TITLE_DLC3	《幻食朦胧、音符飘游》
STAFF_ALBUM_TITLE_DLC4	《忘我陶醉、喜怒哀乐》
STAFF_ALBUM_TITLE_DLC5	《凝梦歌》
PARTYSTAGETOEND_SELECT_REFUSE	我再考虑考虑
DLCMUSIC_LOSTPHANTASIA	东方弹幕神乐\n失落幻想
STAFF_KOTRANSLATOR_TITLE	韩语翻译协力(排名不分先后)：
DLC5_CREATORBOX_UI_RESETALL	清空
ROGUELIKE_TIME_HOUR	$a时
ROGUELIKE_TIME_MIN	$a分
ROGUELIKE_TIME_SEC	$a秒
ROGUELIKE_MIKE_SHOP_OPEN	三花的卡牌集市即将开启！
ROGUELIKE_SAVE_TITLE	生存模式存档
ROGUELIKE_REMIND_TEXT	你还有$a个食谱没有选择，确定要继续吗？
ROGUELIKE_UPGRADE_SHOP_TEXT	Lv$b店面「$a」已被解锁
ROGUELIKE_DIFFICULTY_COEFFICIENT	难度系数
ROGUELIKE_POOL_REFRESH_WAVE	通过第$a波后加入备选池
ROGUELIKE_POOL_INITIAL	初始解锁
DLC5_ROGUELIKE_CARD_MIKE_SHOP_CURRENT_GACHA_NUM	剩余
DLC5_ROGUELIKE_CARD_MIKE_SHOP_CURRENT_GACHA_NUM_2	次
DLC5_ROGUELIKE_CARD_OWN	拥有<color=#FFFFFF><size=20>$a</size></color>张
DLC5_ROGUELIKE_CARD_ACTIVED	已激活<color=#FFFFFF><size=20>$a</size></color>张
DLC5_ROGUELIKE_RESULT_POOL_ADD_RECIPE	以下食谱已被加入到备选池
DLC5_ROGUELIKE_RESULT_POOL_ADD_BEV	以下酒水已被加入到备选池
DLC5_ROGUELIKE_RESULT_POOL_SOLD_RECIPE	本次出售食谱
DLC5_ROGUELIKE_RESULT_POOL_SOLD_BEV	本次出售酒水
DLC5_ROGUELIKE_MENU_POOL	图鉴
DLC5_ROGUELIKE_MENU_POOL_FORIZAKAYACONFIG	生存模式图鉴
DLC5_ROGUELIKE_MENU_EXIT	离开
DLC5_ROGUELIKE_MENU_TUTORIAL	教程
DLC5_ROGUELIKE_SHOP_FREE_INGREDIENT	附赠制作需要食材各<color=#B30000>$a</color>份！
DLC5_ROGUELIKE_CARD	卡牌
DLC5_ROGUELIKE_CARD_SCORE_TITLE	总得分：
DLC5_ROGUELIKE_CARD_SCORE_TITLE_2	指标结算
DLC5_ROGUELIKE_CARD_ENTERSHOP	进入卡牌集市
DLC5_ROGUELIKE_CARD_SCORE_TYPE_BASE	基础得分
DLC5_ROGUELIKE_CARD_SCORE_TYPE_WAVE	波次加成
DLC5_ROGUELIKE_CARD_SCORE_TYPE_FIRST	首次在本区域营业
DLC5_ROGUELIKE_CARD_SCORE_TYPE_FULLCOMBO	未失去Combo
DLC5_ROGUELIKE_CARD_SCORE_TYPE_FULLTUNE	夜雀之歌未失误
DLC5_ROGUELIKE_CARD_SCORE_TYPE_SPACE_TURBULENCE_REWARD	异变乱流奖励
DLC5_ROGUELIKE_CARD_COULD_SELECT_WAVE	通过第$a波后开放
DLC5_ROGUELIKE_CARD_ACTIVE_CARD	$a张生效中
DLC5_ROGUELIKE_CARD_DANGEROUS	危险卡牌
DLC5_ROGUELIKE_CARD_BUFF_TITLE	总加成：
DLC5_ROGUELIKE_MAIN_NEW_GAME	新游戏
DLC5_ROGUELIKE_MAIN_NEW_TUTORIAL	教程回顾
DLC5_ROGUELIKE_MAIN_GIVE_BADGE	领取全部徽章
DLC5_ROGUELIKE_MOVE_ACTION	移动力：
DLC5_ROGUELIKE_PEAK_VALUE	第$a波
DLC5_ROGUELIKE_START	开始挑战！
DLC5_ROGUELIKE_COLLECT_RATE	收集率
DLC5_ROGUELIKE_RECIPE_COLLECT_RATE	已收集：
DLC5_ROGUELIKE_RESULT_USETIME	通关时间
DLC5_ROGUELIKE_RESULT_WORK_CARD	营业卡牌收集数
DLC5_ROGUELIKE_RESULT_PERSISTENT_CARD	全局卡牌收集数
DLC5_ROGUELIKE_RESULT_COST_IN_KOURINDOU	香霖堂消费
DLC5_ROGUELIKE_RESULT_WHOLE_INCOME	总收入
DLC5_ROGUELIKE_RESULT_HIGHEST_INCOME	最高收入
DLC5_ROGUELIKE_RESULT_WHOLE_GUEST	接待客人数量
DLC5_ROGUELIKE_RESULT_WHOLE_SGUEST	接待稀客数量
DLC5_ROGUELIKE_RESULT_WAVE	通过波次
DLC5_ROGUELIKE_ELITE_CHALLENGE_NUM	异变解决次数
DLC5_ROGUELIKE_RESULT_WAVE_FOR_COLLECT_RATE	通过波次修正：
DLC5_ROGUELIKE_RESULT_WHOLE_COLLECT_RATE	总收集率：
DLC5_ROGUELIKE_RESULT_CORE	本体
DLC5_ROGUELIKE_COLLECT_RATE_AREA	$a区域收集率：
DLC5_ROGUELIKE_MAP_NEIGHBOUR	邻近
DLC5_ROGUELIKE_COLLECT_RATE_TITLE	收集
DLC5_ROGUELIKE_IZAKAYA_TITLE	雀食堂
DLC5_ROGUELIKE_PURCHASE_PANEL_ACQUIRED	已拥有
DLC5_ROGUELIKE_PURCHASE_PANEL_POPNEUTRAL	无
DLC5_ROGUELIKE_PURCHASE_PANEL_POPREFRESH	<color=#BF0000>$1¥</color>刷新流行
DLC5_ROGUELIKE_PURCHASE_PANEL_WAVETEXT	<color=#642000>第 <color=#BF0000>$1</color>/$2 波
DLC5_ROGUELIKE_PURCHASE_PANEL_POPULAR	本次流行：
DLC5_ROGUELIKE_RESULT_NOTACTIVED	未激活
DLC5_ROGUELIKE_RESULT_PERFECT_COLLECT	全收集！
DLC5_ROGUELIKE_ACHIEVEMENT_ACTIVE	解锁了生存模式成就：「$a」！
DLC5_ROGUELIKE_ACHIEVEMENT_TITLE	成就
DLC5_ROGUELIKE_ACHIEVEMENT_FINISHED	已完成：
DLC5_ROGUELIKE_CHALLENGE_FINISH	通过！
DLC5_ROGUELIKE_CHALLENGE_WIN	胜利！
DLC5_ROGUELIKE_CHALLENGE_LOSE	游戏结束
DLC5_ROGUELIKE_CHALLENGE_FINISH_TIP	进度已保存，你可以暂时离开此模式，或继续挑战
DLC5_ROGUELIKE_CHALLENGE_WIN_TIP	恭喜你完成了生存模式挑战！\n你也可以继续以最后一波的要求无限挑战下去
DLC5_ROGUELIKE_ROUNDPASS_BUTTON_CHECK	结算
DLC5_ROGUELIKE_CANNOT_ARRIVE	无法抵达
DLC5_ROGUELIKE_CONFIRM_EXIT_ROGUE	确认要离开挑战吗？
DLC5_ROGUELIKE_CONFIRM_EXIT_CARD_SELECT	确认要放弃抽卡吗？
DLC5_ROGUELIKE_REFRESH_CARD	刷新卡牌($a)
BINDING_WORK_EXTRA	工作\n - 额外选项
INPUT_DOUBLECLICK_HOLD	确认（长按/双击）
DLC5_ROGUELIKE_SPECIAL_ELITE_TITLE	异变乱流
DLC5_ROGUELIKE_SPECIAL_ELITE_YOUMU_1	异变乱流「幽冥试炼·天」
DLC5_ROGUELIKE_SPECIAL_ELITE_YOUMU_2	异变乱流「幽冥试炼·地」
DLC5_ROGUELIKE_SPECIAL_ELITE_YOUMU_3	异变乱流「幽冥试炼·人」
DLC5_ROGUELIKE_SPECIAL_ELITE_YOUMU_DES	完成指定试炼！
DLC5_ROGUELIKE_SPECIAL_ELITE_YOUMU_DES_2	当前波次禁用$a食材
DLC5_ROGUELIKE_SPECIAL_ELITE_YOUMU_DES_EXTRA	异变乱流影响下，在<color=#B30000>$c</color>区域营业时禁用<color=#B30000>「$a」</color>类型食材
DLC5_ROGUELIKE_SPECIAL_ELITE_YUYUKO	异变乱流「墨染之樱」
DLC5_ROGUELIKE_SPECIAL_ELITE_YUYUKO_DES	喂饱亡灵幻象！
DLC5_ROGUELIKE_SPECIAL_ELITE_YUYUKO_DES_2	进度：\n<color=#FF0000>$a</color>/$b
DLC5_ROGUELIKE_SPECIAL_ELITE_YUYUKO_DES_3	幻象已清除
DLC5_ROGUELIKE_SPECIAL_ELITE_YUYUKO_DES_EXTRA	异变乱流影响下，在<color=#B30000>$c</color>区域营业时将生成一个没有预算并持续点单的幽幽子幻象，可通过完成幻象订单的方式累计进度（增加量为提供料理与酒水的等级之和）。\n幽幽子幻象将在进度满<color=#B30000>$a</color>后或当日结束时自动离开，若离开时进度未满则清空当日营业额
DLC5_ROGUELIKE_SPECIAL_ELITE_YUUMA	异变乱流「血煞灾星」
DLC5_ROGUELIKE_SPECIAL_ELITE_YUUMA_DES	满足指定标签！
DLC5_ROGUELIKE_SPECIAL_ELITE_YUUMA_DES_2	料理需包含:
DLC5_ROGUELIKE_SPECIAL_ELITE_YUUMA_DES_EXTRA	异变乱流影响下，在<color=#B30000>$c</color>区域营业时料理需包含<color=#B30000>「$a」</color>标签，否则客人只会给出极度不满评价
DLC5_ROGUELIKE_SPECIAL_ELITE_KOISHI	异变乱流「怪诞狂想」
DLC5_ROGUELIKE_SPECIAL_ELITE_KOISHI_DES	猜出稀客所想！
DLC5_ROGUELIKE_SPECIAL_ELITE_KOISHI_DES_EXTRA	异变乱流影响下，在<color=#B30000>$c</color>区域营业时稀有客人的点单要求将被隐藏（不影响最终评分）
DLC5_ROGUELIKE_SPECIAL_ELITE_MAMIZOU	异变乱流「魔音奏鸣」
DLC5_ROGUELIKE_SPECIAL_ELITE_MAMIZOU_DES	跟随热火节拍！
DLC5_ROGUELIKE_SPECIAL_ELITE_MAMIZOU_DES_2	距离下次演奏还剩$a秒
DLC5_ROGUELIKE_SPECIAL_ELITE_MAMIZOU_DES_EXTRA	异变乱流影响下，在<color=#B30000>$c</color>区域营业时每$a秒额外进行一次夜雀之歌，若失败则失去全部Combo并清除热火朝天状态，若成功则热火朝天状态延长$b秒
DLC5_ROGUELIKE_SPECIAL_ELITE_REMILIA	异变乱流「无人生还」
DLC5_ROGUELIKE_SPECIAL_ELITE_REMILIA_DES	无尽客流来袭！
DLC5_ROGUELIKE_SPECIAL_ELITE_REMILIA_DES_EXTRA	异变乱流影响下，在<color=#B30000>$c</color>区域营业时稀有客人不会生成，但普通客人预算+$a%，刷新率+$b%
DLC5_ROGUELIKE_SPECIAL_ELITE_YUKARI	异变乱流「反狱修罗」
DLC5_ROGUELIKE_SPECIAL_ELITE_YUKARI_DES	抵御恶念侵扰！
DLC5_ROGUELIKE_SPECIAL_ELITE_YUKARI_DES_2	以下食材暂时无法使用：
DLC5_ROGUELIKE_SPECIAL_ELITE_YUKARI_DES_EXTRA	异变乱流影响下，在<color=#B30000>$c</color>区域营业时制作料理使用的食材在$a秒内无法再次被玩家或伙伴使用
DLC5_ROGUELIKE_SPECIAL_ELITE_REWARD_TITLE	解决此异变后，可在以下奖励中选择一项：
DLC5_ROGUELIKE_SPECIAL_ELITE_REWARD_1	伙伴「$a」可被雇佣
DLC5_ROGUELIKE_SPECIAL_ELITE_REWARD_2	解锁稀客「$a」的邀请权限
DLC5_ROGUELIKE_SPECIAL_ELITE_REWARD_3	获得酒水$a各$b份
DLC5_ROGUELIKE_SPECIAL_ELITE_REWARD_4	本次营业指标分数+$a
DLC5_ROGUELIKE_SPECIAL_ELITE_VIEWER_TITLE	当前异变
DLC5_ROGUELIKE_SPECIAL_ELITE_VIEWER_NULL	当前暂无异变
DLC5_ROGUELIKE_SPECIAL_ELITE_ACTIVE	<color=#FF0000>$a</color>出现了异变 ！
INPUT_ROGUELIKE_ELITE_CHECK	查看
DLC5_ROGUELIKE_ELITE_REWARD_SELECT_TITLE	选择一项奖励：
DLC5_ROGUELIKE_ELITE_TIP_CHECK_YOUMU	今日菜单: <color=#B30000>$a</color> 中包含「$b」类型食材，这些菜单可能在挑战<color=#B30000>$c</color>时无法正常使用，确认要继续吗？
DLC5_ROGUELIKE_ELITE_TIP_CHECK_YUUMA	今日菜单: <color=#B30000>$a</color> 中不包含「$b」标签，在挑战<color=#B30000>$c</color>时会大幅增加难度，确认要继续吗？
DLC5_ROGUELIKE_IZAKAYACONFIG_CONFIRM	确认继续
DLC5_ROGUELIKE_NEW_GAME_VIEW	当前难度预览
DLC5_ROGUELIKE_NEW_GAME_DIFFICULTY_SELECT	选择挑战难度
DLC5_ROGUELIKE_EMPTY_CARD	本次卡牌集市因为「空白卡牌」的效果而关闭
DLC5_ROGUELIKE_ACKNOWLEDGEMENT	测试鸣谢
DLC5_LUNARCAPITALCONSOLE_TREASURETOOLS_ROGUELIKE_TITLE	夜雀食堂生存模式
DLC5_ROGUELIKE_TUTORIAL_SELECTION_1	不需要，我已经非常熟练了
DLC5_ROGUELIKE_TUTORIAL_SELECTION_2	基本规则
DLC5_ROGUELIKE_TUTORIAL_SELECTION_3	关于香霖堂
DLC5_ROGUELIKE_TUTORIAL_SELECTION_4	关于卡牌效果
DLC5_ROGUELIKE_TUTORIAL_SELECTION_5	关于大地图
DLC5_ROGUELIKE_TUTORIAL_SELECTION_6	其余规则拾遗
DLC5_ROGUELIKE_TUTORIAL_SELECTION_1_1	生存玩法的胜利条件是，通过总计<color=#B30000>20</color>局的开店。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_1_2	超过20局后也可以继续玩下去，向着全收集努力！
DLC5_ROGUELIKE_TUTORIAL_SELECTION_1_3	生存模式的存档完全独立于主游戏存档，主游戏存档的食谱、道具、厨具等等一律无法带入！当然，图鉴里的客人信息会全部开放。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_1_4	初始难度一旦选择就无法在该次挑战中更改，请慎重选择适合自己的难度。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_1_5	每次开店默认的经营时间为现实中的<color=#B30000>3分钟</color>(不包含时停)。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_1_6	每次开店都有营业额要求，在当日的营业满足营业额就可以过关，反之就是失败。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_1_7	每次顺利通过一晚，可以在香霖堂进行资源补给，需要用到前一晚经营赚到的钱，所以要尽可能多赚。（详见「关于香霖堂」部分）
DLC5_ROGUELIKE_TUTORIAL_SELECTION_1_8	<color=#B30000>当天没有用完的钱会清空，无法带到下次补给。</color>
DLC5_ROGUELIKE_TUTORIAL_SELECTION_1_9	除了初次开店，接下来每次开店必须在大地图上选择，选择的开店地点必须是最大移动力可以到达的位置。（详见「关于大地图」部分）
DLC5_ROGUELIKE_TUTORIAL_SELECTION_1_10	每经营过一晚可以存档或离开游戏，下次读取存档就可以接着进度玩，所以你完全可以——(秘！)
DLC5_ROGUELIKE_TUTORIAL_SELECTION_2_1	卡牌效果是本次生存玩法的新增、也是核心要素！
DLC5_ROGUELIKE_TUTORIAL_SELECTION_2_2	卡牌效果分为局内抽卡，以及指标抽卡。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_2_3	局内抽卡就是在经营过程中，满足条件后触发的抽卡行为，包括满足营业额要求、满足Combo次数、满足完美评价次数以及满足店内气氛升级四个要求。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_2_4	局内抽卡可以获得一次性的奖励或一小段持续Buff，你可以用它来获得更高的营业额，补充食材，或者解决临时的危机。重复完成一项行为，抽卡中高等级卡牌出现的权重也会提升。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_2_5	可抽的卡牌种类超过20种，而且出现的档次越高，效果越好，请在游戏里多多研究！
DLC5_ROGUELIKE_TUTORIAL_SELECTION_2_6	指标抽卡是每次经营结束后的抽卡，是比局内抽卡更强力的抽卡机会。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_2_7	指标抽卡的次数根据上一场经营的指标得分而定，每得1分增加一次抽卡次数。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_2_8	可抽的卡牌种类超过30种，可以获得全局持续的强力Buff，比如增加移动力，永久提升营业额比例等，也可以一次性获得大量的物资，或者直接升级某个地区的店铺等级等等，请在游戏里多多研究！
DLC5_ROGUELIKE_TUTORIAL_SELECTION_3_1	香霖堂是每局开店结束后，重要的补给点，获得充分的补给，会大大有利于下一局的经营。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_3_2	可以在香霖堂内购买包括食谱、食材、酒水、装饰品、衣服、乃至邀请朋友、雇佣伙伴，原游戏内包括的重要物资内容，都可以在香霖堂进行补给。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_3_3	其中食谱的获取是免费但限量的，选择食谱后还会附赠一定量的制作食材，记得不要忘记选取食谱哦。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_3_4	香霖堂的食材补给品会根据上一次的开店地址不同而有所变化。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_3_4_1	例：上次在妖怪兽道开店后，香霖堂会出售<size=17><sprite="Ingredients" index=12></size><color=#B30000>八目鳗</color>，而在人间之里开店后则会出售<size=17><sprite="Ingredients" index=22></size><color=#B30000>白果</color>
DLC5_ROGUELIKE_TUTORIAL_SELECTION_3_5	多多赚钱，灵活的使用钱，是顺利通关最重要也是唯一的准则！
DLC5_ROGUELIKE_TUTORIAL_SELECTION_4_1	大地图是每次顺利经营之后，选取下一次开店地点的功能。和香霖堂并列，可以在补给时随时互相切换。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_4_2	下次开店的地址，决定了客人的种类，消费能力的不同，以及香霖堂的补给品内容，包括解锁当地的三位稀客作为可邀请客人。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_4_3	开店的选址受到最大移动力的限制，只能开在移动力覆盖的位置，当然，最大移动力可以通过指标抽卡提升，一般提升到3就基本全图任你行了。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_4_4	根据自己手上的食谱、食材与目标深思熟虑开店的选址，是走得长远的关键。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_4_5	每经营一段时间后，会出现特殊事件<color=#B30000>“异变乱流”</color>！ 就是特殊的BOSS战，可以选择去还是不去，是游戏中途的特殊挑战，如果赢了的话，会解锁该BOSS成为可邀请客人的特殊奖励。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_4_6_1	图标说明
DLC5_ROGUELIKE_TUTORIAL_SELECTION_4_6	橙色的标记，是可以前往经营的地点。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_4_7	灰色的标记，是移动力不足而无法抵达的地点。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_4_8	旗帜标记代表了已经至少营业过一次的地点。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_4_9	夜雀头像标记代表你目前所在的位置。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_4_10	黑色的瘴气代表此地正在发生异变，光标移动到上面并交互可以查看异变的详细内容。
DLC5_ROGUELIKE_TUTORIAL_SELECTION_5_1	在游戏里获得的食谱、厨具、道具、衣服、店铺、伙伴，都属于收集要素，会增加你的<color=#B30000>收集率</color>。游戏的全收集率最高是600%，其中本体是100%，5个DLC各占100%，结算时会分别展示总收集率和单项收集率。
